Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Trade (% of GDP),NE.TRD.GNFS.ZS,Ecuador,ECU,19.9116465916645,19.1091583916088,21.0358891025167,19.1902971180519,19.0445120382737,19.2701382788243,21.6000691886193,22.1387791434791,24.9603730109499,20.6053027076117,22.4512535597798,27.2705147299212,27.9579897376635,34.537634740314,41.404370100132,35.4050500448307,34.0139042731574,34.4422102372902,33.2958288169454,36.0795817670218,35.0250095913135,29.915273689661,32.4129455881689,30.8760173448129,33.05830053321,35.7173093974088,33.1106044808965,37.7307228547875,42.6623014756666,45.1129811864879,44.5949122940278,45.196639984556,44.8065436522069,43.1712184234683,43.7777474951998,45.9112707318244,44.2157026832153,45.0171863180765,43.395107949805,49.2012507989376,59.464699296633,50.7450571604332,49.3765496413265,47.2416306944026,50.6652403671973,56.0998297037723,59.7097831881018,62.5871384279303,68.0569473760308,52.1048490230741,60.3032387134123,64.4902388929988,61.7511124083851,59.6061560569664,57.7081689892069,45.243877148583,38.5213403358829,42.4217213910174,46.3621309486896,46.0768211909258,41.3752300759532,51.3860085688935,..
Trade (% of GDP),NE.TRD.GNFS.ZS,"Egypt, Arab Rep.",EGY,41.691698525396,37.3881932021467,34.5708509465172,41.3457841252403,43.2722832722833,37.2632972853675,36.8175683965158,35.939719109989,29.26348956282,29.9858977213687,30.6627936031984,31.0246763634209,30.0853465291485,31.6962722041531,51.6648281140953,53.7142426412392,45.0854637114817,52.9519238967588,53.8393825871563,69.4642630644343,73.3830375629879,74.459577429536,64.2019950124688,57.1428571428571,52.5316455696203,46.112600536193,36.0544217687075,35.3398058252427,52.5974025974026,50.1298701298701,52.9227557411273,62.8444444444444,59.3098490294752,55.9278350515464,50.6285714285714,50.2450980392157,46.9485614646905,43.7382474614517,41.9276270006959,38.3615084525358,39.0179359012055,39.8104265402844,40.9870678279229,46.1796407185629,57.8199052132701,62.9526462395543,61.5185365063947,65.077873254565,71.6806253489671,56.5534446363462,47.9363500745898,45.2556341623514,40.7117692721084,40.373038056332,36.9201877934272,34.8459429600229,30.2465490514505,45.1268011527377,48.2782710596295,43.24045019823,33.7591801878736,31.3736003784892,..
Trade (% of GDP),NE.TRD.GNFS.ZS,El Salvador,SLV,..,..,..,..,..,55.1975573075696,54.4410018073845,54.2962507682852,52.4520626235875,48.9803697350867,49.3838929491932,51.2460796546724,57.2215364162947,62.9430362194243,73.2489735154993,71.2629730981587,72.3607095211611,75.6380768673911,69.7962857581299,74.1127852234293,67.4064641855663,60.266492478384,51.2477402331044,54.3978010395888,50.290675048531,52.2105382093726,53.7141227244257,45.0946221996724,38.0957044115822,36.9282958229436,49.6156277886964,47.7534309263615,48.675245823902,53.5272904870361,55.1486486416098,59.3607543357884,55.2818567293307,63.5570927549383,60.8722907509534,60.9904896201298,68.7100889044911,65.8907385362251,65.9190907767708,68.23698247861,69.7822641767691,69.7158116750578,73.4555675070266,77.6210560347995,80.6659739399085,66.0711911744487,73.5372876725398,79.2766437025052,77.6485716222883,80.4511944908271,78.1044257477935,76.5602707370519,72.8190933731491,74.3046511916519,75.6336168879956,76.0420130991468,69.4511505507059,84.3684122248228,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,131.02447181321,118.532782368937,134.083789857569,128.688006601458,122.212077110801,144.668225001248,114.377346635354,116.675422472364,106.893284926066,104.379198671388,98.8780591680756,92.6007307237942,102.428258251803,103.645681622953,94.8787924253545,89.4273700743499,102.06729960147,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.3771893721132,102.060001634922,110.881778212018,105.322628605412,116.617520301229,115.414776658722,94.9275656742685,96.2592361791151,67.8813619265146,72.0627109589752,76.5901636574451,74.0078242901552,65.570906849032,61.1060310218073,45.2608460537354,34.5595595326375,30.5609500494496,27.9721416148149,37.4714654565691,47.3937901188684,..,..,..,..,..,..,..,..,..,..,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,139.087473677663,132.977442750892,151.051344390403,156.838235827521,144.116453592933,126.495610165523,126.456987901508,123.318214706657,122.776875234578,129.978208039533,135.938816584636,136.643220946677,133.987601252435,136.689051143382,116.764747673625,143.678224078619,167.391979831694,170.759926419412,166.452834530816,160.241474731979,150.937189701775,150.408696743733,147.563722396444,145.920296083136,143.754530253766,138.466338699949,156.958049144547,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Eswatini,SWZ,82.618569621112,76.7906705842924,93.5812983719293,112.766689340703,99.9683289992179,118.525896414343,146.994535519126,157.865168539326,147.719298245614,119.123505976096,130.337078651685,122.745901639344,125.620567375887,126.558441558442,140.75723830735,129.831144465291,143.291139240506,134.039334341906,149.594868332208,162.12164889017,188.647508943166,181.014174485925,168.031523042659,162.566672054307,148.252227553119,149.516510903427,148.543310922732,163.953586143109,157.141047479819,171.003382700329,127.901782455933,129.895701893862,133.442034207466,133.66243773063,136.54378244486,133.763074820193,139.987221994018,137.502563031875,151.95049210792,146.26654470857,156.40202388772,155.971914390272,175.79799329482,172.092031193313,150.17440958364,124.5380371006,106.924594734626,114.851328068943,112.988948867252,107.354251117346,106.667443431392,80.7612996259771,79.6668677230246,86.8012959287576,88.3410218820077,84.0897115628866,86.6516368151241,87.7983678968599,84.7722049655838,88.6121939844998,86.8845051575523,90.9683658158875,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.232935411689,45.3979041835072,41.4717870807625,40.7410841498626,39.6561241449515,34.8990528009428,31.1036313022906,31.199374943469,28.8153010070423,24.006113643482,24.2555150173086,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.609818039364,100.491928308123,110.545353366722,104.903331365787,98.6231560125168,108.259300809557,93.4144311539504,100.96086420923,97.3947177610908,99.5067894980719,103.496222535589,96.8608080332117,97.1839685226701,105.846453473678,117.158504925495,114.062282820929,106.142539193387,105.610671594387,104.552703002397,107.238400162626,106.874168106959,108.31693138646,96.9096563827735,104.89689373867,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100.467612029317,100.473484848485,92.8597089994611,92.6457632073399,86.7246922292794,89.0458827104224,81.1384004925771,87.3737373737374,107.671957671958,123.024900828203,129.5,117.815866797258,106.790552275096,111.781962338949,115.843028693277,114.143419105706,121.726031065881,119.697773064687,119.369767087837,122.802233816628,135.895641463483,129.997341839447,126.052579068143,128.975969916537,125.121987598815,117.740079365079,118.048331674709,110.389514898623,130.997847976458,108.869117411674,121.227903395671,124.476834805196,125.285791685112,126.348386724849,110.812305558184,101.189048565576,97.1744907814101,97.0216625877761,103.235419995391,106.680865836528,71.7367643857876,81.8834952627248,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Finland,FIN,..,..,..,..,..,..,..,..,..,..,49.421372437819,47.4424472948652,47.7903301511063,48.5077293540302,55.214913286566,50.3325744876036,49.2680829638187,52.3899812595919,52.6259379160503,58.1135300402631,62.946786701132,61.5966585231303,57.5754035932061,57.4195845200201,56.5993265993266,55.3077517383466,49.9832517186927,49.4787051804596,48.1576580686365,47.8746318007707,45.8415329983839,43.4884175882346,50.2417966077705,58.1649320950203,62.428236123814,64.0737095252108,65.7220105208507,68.2213217576507,66.9671464382356,66.2398751930411,74.8948271060231,70.2768481898388,69.2994625755964,68.0558026741527,70.960203580292,76.579207830612,81.9834930623435,82.8574024974341,86.184335829923,70.1233032732315,75.4644073922495,78.5795816119355,79.170500952561,77.0938865804298,74.1127227557674,71.3825484305887,70.8985003539937,75.053137193384,78.1921683186129,79.605433214652,71.6341165251656,78.604590101326,..
Trade (% of GDP),NE.TRD.GNFS.ZS,France,FRA,27.193918947773,26.6745445593304,25.1344322215584,25.1591058720256,26.0052293124161,25.9545680563189,26.5834399826142,26.6067340443353,26.9453231370863,28.9927558158162,31.4189565466435,32.0089591417485,32.470428853515,34.4059723112064,42.3557676233599,36.691736336041,39.5998708787581,40.6359698442343,39.4383488949127,41.0336254739961,43.5026672864511,45.4109434591213,45.2523852836828,45.1398283198465,47.5418299082076,47.0163879903232,40.8879984679522,40.2927394586107,41.3922169441697,44.0017811278671,42.7360551888574,42.983681489047,41.991612606025,39.9051237217838,41.8262397371907,43.6461285770923,44.3292399538117,48.0334968830664,49.5067667927119,49.7609206002288,55.8612457180345,54.9593680925757,53.0720247583335,50.7978335232353,51.9250078784333,53.9807067764121,56.1034244496256,56.420756583014,57.3970828857949,50.462450850073,54.8677910818934,58.7905764224005,59.7020591687875,59.764055074913,60.4787965196196,61.7516939345861,61.1001423821095,62.9618472934066,64.437952596913,64.1414731902028,56.8638228861759,60.8396677956071,..
Trade (% of GDP),NE.TRD.GNFS.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.0868109866134,25.4283058430138,25.9394872133424,27.1901234142487,26.7832819249872,28.3722706475348,28.9945058305352,31.7457142858995,28.3786554616753,27.9447311198486,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.5776905038178,..,55.4651459086638,46.8522356428257,..,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Gabon,GAB,66.7981961790426,62.8745050132713,62.4826571460552,92.4966571564271,77.8433514519825,80.5405405405405,79.304632335204,96.1078143712575,97.6679978962969,108.706324604099,87.7094776068207,118.648810656518,145.34531797235,116.511458721291,100.807102502018,97.4264705882353,91.6840495063274,102.854245146334,108.679525222552,95.8889233633261,96.3503649635037,104.059075750357,101.261670451678,104.867290876731,99.2931499807223,119.853382205931,89.8956477475185,87.9144276143595,78.5220207494277,86.9936353425683,76.8974453905961,80.5349385481311,79.868842088552,83.3430365420292,99.9266868001633,95.1346961861668,95.6709008514144,98.5362645138464,95.9747826086956,97.7314524555904,101.701928939637,83.6386132424108,84.7590815376223,80.3026082056312,81.7675371418698,83.9495998399241,88.6494092562519,85.1324791636578,88.9988725945748,83.5045774235636,89.1576627248353,90.4983773331323,92.3428089420545,90.6350361478645,73.5203290162438,73.9497814588281,70.1333810645308,75.0687404456638,77.0365976973024,73.4280894486644,70.0599965872424,72.6455946192397,..
Trade (% of GDP),NE.TRD.GNFS.ZS,"Gambia, The",GMB,..,..,..,..,..,..,79.7479417352755,87.7113185530922,90.9837900874636,91.4845908607864,78.7004130335016,69.5485589519651,74.5288006756757,77.48375,82.6885295912141,88.3231692677071,87.411739122251,84.2526182685557,93.5691964285714,98.2147696788769,106.334684582956,110.718123040527,103.972547047922,112.970541020856,115.914128382631,97.7814665225553,102.722471997511,108.704991030241,108.818999972051,120.337404203123,131.485415341849,64.1029468943288,67.4430836477238,64.6299221312549,49.9160789438545,59.2767980339628,50.9543943800384,48.3174980980993,53.8709622701508,52.4132975230667,56.3598198850954,46.9292631865623,59.642950918834,68.8587930342232,49.9342995615683,50.0187233950976,50.374468581975,44.2938444656791,39.0890994561344,41.7773944257977,41.0125150279466,42.6397020468894,47.7006731141985,45.4619193623296,58.2579307752264,52.937505147568,46.0214036884486,53.3190552786319,63.1091120519767,53.2696525651825,47.5003650253904,42.0927956762814,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.3943661971831,89.041095890411,87.5,85.3333333333333,58.8541666666667,101.943699731903,118.638889058298,166.902615538069,67.8286788091539,45.6965490500194,57.7530659289995,53.5666693215985,57.1518743274472,62.6613956413099,63.3299250824094,71.6291255364807,77.6333765369391,79.0407459055607,84.5295975354749,89.125374368197,88.3934140686603,86.2982243681487,78.1930390303569,82.8990541481835,87.5468528614097,91.9422785219247,95.6020858179071,96.7748361393137,98.7688227493738,96.8258176135729,104.040076935155,111.755539312188,118.599368307339,93.8757982916676,102.821196057252,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,31.7107087065897,30.8437604701513,30.7327137062479,31.7032168786672,36.9529209561801,35.9068477988722,38.3701405541903,38.1039605229245,37.1805928204973,39.224573364244,41.854070791428,44.1831226459558,44.3878637812521,43.5755726577335,46.2426559117963,47.9153501709494,42.9446314642645,41.6894700598024,42.5265238948391,45.2159180692242,45.8635875773293,47.8173792407618,44.8908381608169,40.5767352603533,42.0578830860048,43.5816342149572,45.005620959935,49.6426586441629,51.5849723493611,53.3658496319459,61.5260610026125,62.0628388890423,60.9348898149328,61.8493197140493,66.2261991054223,70.9187129366213,77.4497291495463,79.8744173951311,81.5248047312183,71.2287128996251,79.8686242395882,85.2061212670221,86.5140548790483,85.0788766962491,84.6200933924979,86.2462246132087,84.7696459674487,87.2372029530234,88.5198710425055,87.6864098858133,80.3983050598603,88.7427778163393,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Ghana,GHA,63.6363636363636,62.5806451612903,52.6849037487335,48.6363636363636,43.7702265372168,43.8608458390177,34.2555994729908,37.3670212765958,41.1764705882353,40.07996001999,44.0460380699424,36,35.9147424511545,37.8463296201085,40.1287553648069,37.8004921446148,31.7499233833895,22.0460449699901,18.0453635757171,22.3938771171427,17.6211145337441,10.0790350563159,6.32034331586679,11.5448983362132,18.8146111228152,24.243837597071,36.7116874888784,45.8481233243968,42.2454994120982,41.0858910510339,42.7281781307805,42.4883492637987,45.9935958613923,56.6691201156995,62.0211527377522,57.4230942889947,72.2049441293975,85.4018379695892,80.5995432469935,81.7051040340528,116.048430162968,110.045854160811,97.4892431746551,97.2871457139532,99.6703343472122,98.1715141146279,65.9214438401551,65.3543222852532,69.5142256111434,71.5947385281523,75.3778157916824,86.2954538549695,93.1680351286831,60.7593219028775,63.8365615580462,76.5212712995805,67.8770001864299,70.548364565594,67.9585183453884,76.8248018271755,38.5168616613129,58.4300136273875,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Greece,GRC,24.4737597088619,23.6047445199494,23.1085160788771,24.3439499355235,24.3647834922471,24.6706496602835,24.9687403573686,24.2231648449611,23.6371673337317,23.2945007559245,23.1099326477029,23.319216805262,25.31769773037,31.7303355049464,35.4768783212269,35.3229630981807,34.8786854889711,34.6615947063545,33.1365949700021,35.5322195542858,44.5858161409325,47.1403301540426,41.8515298185187,41.1755453410125,40.8984903013052,40.3879754972077,42.6520451400143,42.3183574435397,39.613233390776,40.7838568496537,40.128306906424,38.592785722687,38.8225931547213,37.0258993247001,36.1631225392895,37.1078806632466,37.4962332575218,39.2742288014129,42.2682807505266,47.3775982084231,58.4156773402129,56.1399686891397,50.3489962887975,48.1900537963457,49.8984414406951,50.9008643706162,52.8502388268866,57.5243740192966,59.3297155312655,47.7438466003341,51.1972857171986,56.8339647736227,62.0612847915005,62.8765015617254,66.5263275893829,65.2776924688798,64.0191979817137,71.5789505399414,80.1500265574834,81.8842261522364,71.6708449331299,89.4609024224332,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.2971972810315,88.1524357295282,99.7079265489358,89.6938562419079,94.9670539629143,107.37322125158,85.7573657356888,110.472368234124,130.547942353994,100.978401084907,95.9116681587586,87.0885837878503,83.1013810084573,85.8376729204278,84.2072558673104,89.7766906266033,92.2825782157593,85.1989703631557,..,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.8862698880377,64.023536004483,68.0020677177565,66.4372181343461,72.7701746106654,79.4632704116443,78.2739373121511,72.0173985086993,72.0347544958577,77.7889245585875,76.7521367521368,79.5332468975736,78.3600713012478,71.3398861872737,70.4117946110829,69.2665890570431,73.0184940554822,77.8353754319824,63.778457356439,62.9266699330394,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Guatemala,GTM,27.1751655016448,25.4481309044424,25.2098635886674,30.218561925879,33.4770251310157,36.3977795101231,38.0743510462357,35.7206742346061,35.1505743557901,35.2337667735669,36.3497899159664,35.9834744054817,37.4434873649645,41.0867180022296,48.0721191862128,45.2563153130914,49.1558404161986,50.7125262033564,48.7381807815313,47.1996045779966,47.1054869458159,40.6912573677169,33.4748181762585,27.5469590034493,28.1531148030294,24.9322455919306,30.6440192534157,38.1429634270897,38.0399139851034,39.7815461505075,45.8694854703458,39.5202562231777,45.3622490673106,43.7789281525868,42.3708926972021,44.6894303422515,40.392952957301,41.5519511569592,44.4237399632554,46.3605068544295,49.1455879049537,70.6690331769476,67.1048115244645,67.0023391862425,70.2148723581872,67.1036996082037,67.9119237396616,69.0013643101763,65.1787305213103,58.0406869738673,63.1251925746222,65.0470510420457,61.9594193352042,56.6852207524472,55.0832792812572,49.8934533224826,46.3727375188895,46.0694204013621,47.011682071395,45.5178479962985,41.1586391233494,49.8615524486079,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.1643180369758,62.3351029384862,57.9471408982406,60.8795688929043,64.5170190173246,60.9164629864765,50.9478929177529,54.6023190819448,48.6148378191188,45.6441816712025,43.5401737810633,42.4150697005943,48.2106758594876,47.67304857438,53.4817190113594,58.5969097489697,55.4482350732153,51.1421390172418,50.4422180841653,69.8967259161112,69.3863036215547,71.1210387506578,64.1842507208406,69.8153539678789,73.5465665596744,85.9546731151063,86.6743242388843,80.4264444384217,76.7719635294773,72.4427253802927,111.839462498737,101.251633768429,88.984111543709,78.4153132285974,132.382512353623,132.382512353558,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,34.1885877661297,38.4700691403331,39.9857277774719,46.7863184324911,44.2667936605201,31.1316202977577,33.2079180614215,41.9065073506554,43.7877947816771,48.7986596675454,54.5294533459001,46.9117173293799,49.1254311964482,38.2628715481871,64.6826229326985,67.4675247107024,37.0703241629844,50.3231539482881,63.6090902275228,55.0802352555989,46.9705027203419,47.7736099873849,55.0143756209272,41.5863006127147,50.7637790022767,46.8104328971993,42.3601714958377,60.8998978595808,50.2865421182266,67.6776475391336,54.8733509134716,48.0175827233051,41.1843995611341,43.2716188054624,44.8451120369809,41.3183809560734,40.4491981374428,54.1418242321587,52.642045005514,54.071875728414,50.1304010558482,56.62100801099,41.1729928433818,44.0803911767354,51.5930141877095,59.7815367521229,57.8122244103829,60.8470169188269,56.0181155026704,55.3725855838767,43.6358403713142,..,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Guyana,GUY,105.688827964359,105.053358443189,101.526032315978,109.060736807169,110.631925726265,112.910344827586,115.149176954732,117.234893016694,113.384113166485,114.68110709988,113.461538461538,113.100514093246,116.235608209578,121.076302729529,134.764847596103,149.785263157895,157.081242848341,141.975637947897,126.181273171886,129.032501319659,174.927049071618,161.233579288264,122.863070539419,110.456403269755,95.5201385736537,109.969230769231,99.516133618255,170.330924594794,131.561143826997,139.874165917183,142.566230803686,222.609089719242,274.973115932726,245.369438806576,222.067842666328,213.32717044128,211.337532492477,209.136671614275,203.842431497026,201.05931477536,206.767370475214,199.577000730114,196.72507835983,189.162485631386,200.725286901642,194.350757310172,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.7783590573386,40.5631325688157,46.4148543201609,39.8074901808928,32.5376884422111,48.7522666436404,31.1336399762195,37.8478190633142,40.223379852938,36.8940488093915,36.5207867041288,41.9484795102088,27.4068443833162,27.8186083258216,27.5862191232357,39.0886661817121,34.4631824903584,34.2140221028656,37.6516673573779,33.2222351560564,35.9648687432959,33.0964998246108,44.7218704538198,42.4248929075952,40.2582414988129,40.3253267639451,42.3758844968051,42.0595234633336,45.0741577623259,45.7566417811864,47.2643458356698,49.1619970443397,37.4138917322082,37.0465398425457,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Honduras,HND,44.4212721584984,44.2448062886019,44.5647969052224,46.8064358849342,47.2210065645514,54.0843409023887,58.6962451131921,59.070389566962,62.0284477427335,58.8473009844835,62.0193637621024,60.1915184678523,57.4719836532991,65.3150720720587,76.2203963267279,70.3736654804271,71.8842756633633,74.0940483406424,70.893315967155,74.6979949014617,78.3957274678432,72.1147932574253,55.310223094639,56.6668071895732,58.2375958412143,56.5345450272326,54.7031177898855,48.7195682252308,55.2453087610863,63.7773410648778,71.008068281057,74.6467338003379,76.2562502551051,84.3524824413614,100.317825260921,102.44888237349,115.450847627509,118.848359042336,122.050468203298,120.126089120866,120.392164584236,115.943071737954,117.997454450299,122.248277175534,135.461758741854,136.489768018486,133.13183510432,135.070634917917,135.748955193053,96.9050060188904,109.441838241682,122.216902597337,121.188215808285,116.306049247436,112.97509728471,107.26440535424,99.8157169505924,101.813111079622,103.551162215452,98.0275897083463,85.6194181108955,100.380676050031,..
Trade (% of GDP),NE.TRD.GNFS.ZS,"Hong Kong SAR, China",HKG,..,173.682092555332,165.005180154253,153.275151050158,153.507738896366,141.087938077833,155.349390841619,156.600969305331,175.043851690558,181.113340536091,178.672206353328,174.509950901391,160.832583118617,164.529242383914,168.475867908552,161.207122547339,168.204129457217,160.190491785383,170.154577883472,177.970734131386,178.007088198637,182.584774568206,169.173235376649,186.329223447978,199.911447677792,197.800293390094,200.307308322284,215.127289307698,231.340382255255,225.195598611893,226.000240297969,231.865133953304,240.13281627495,233.969130299352,237.427997065577,256.89826506739,244.85376438617,233.440294577968,221.133284508369,220.272313145342,247.654020445592,240.848977626932,255.996457369342,292.454655919737,326.841054589054,342.689209524653,359.208661184248,362.14946363969,376.656806171877,348.397554309339,404.770560908659,421.854706554386,430.568530415663,442.620019127299,425.975871734797,389.405949263639,371.727231773253,376.795666734722,376.892773545026,353.759486903144,350.68120288163,402.223242854086,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.3612839104181,55.4413551689444,53.5610134142056,56.4601800555875,78.3847053096873,83.2922066662408,94.8487191212692,107.42990062644,114.025774849784,137.40660123512,131.045068739569,118.320109162292,116.629337013972,123.446305858264,127.813088986281,149.008636494873,155.498250362114,158.325297842814,144.999897438898,157.464913798909,166.433183141671,165.648667943528,164.346110357561,168.394596543722,167.320445037758,164.403927718725,165.228515608639,163.261543308144,160.782579643207,155.528377465987,162.791859841571,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,87.0692556634304,80.2302732523935,70.8671298663971,72.1994393064084,71.5774814732642,73.9474844001966,67.7846070784699,65.7340447379841,69.1431569623361,73.7347945754448,70.0345324824843,69.7730678741223,68.1691677576661,76.1890492950988,75.0533542275924,79.2605582945096,72.3437181640755,68.679669224073,63.5628612027891,63.9466961782651,65.110850561994,62.9979896333292,59.8793998648287,61.5581733005549,65.5008784042907,66.5482235225281,71.1051549902842,70.6057858293811,71.8831142807968,69.4300415579436,71.139007768483,74.7346556223368,69.4320112878179,68.1992117488105,70.4319020602726,72.4506153719683,77.5361532018636,74.6709135585578,82.6880266963066,89.3947432104364,93.6463981817789,101.408701748757,104.085475471704,98.7895236023721,96.6655918887019,95.8182079086458,88.3330236353413,86.9789469759093,89.9598055752489,84.2053858648925,69.4597711238318,78.1808890755075,..
Trade (% of GDP),NE.TRD.GNFS.ZS,India,IND,11.2968331123897,10.2611625948092,10.2007901792472,10.1873378430933,9.41054892008962,8.51903436951768,10.8142375112067,9.98106266810607,8.98174447557988,7.744776643449,7.66176933794548,7.66960655842499,7.73639959724787,8.93209601877255,10.8518902537234,12.2939782139853,12.8012030726837,12.6481011375529,12.9030118424849,14.9188045313762,15.3845768485061,14.5072647616204,14.1259277495475,13.6905938868802,14.0093759441289,12.9000361941487,12.2192718993726,12.5848140356758,13.4904501163017,15.1681320906695,15.5062615101965,16.9877265511351,18.433099041828,19.6515397864684,20.0781443763393,22.8674487058705,21.9294878713867,22.6193868664624,23.699470078931,24.8155980442929,26.9009229100702,25.9932547534365,29.5086629352982,30.5924361330175,37.503814059447,42.0016696151004,45.7244804990503,45.6862686794412,53.3682204392226,46.2728696431018,49.2552064974806,55.6238800135119,55.7937217174389,53.8441319466811,48.9221857470489,41.9229138658647,40.082485713276,40.7424969545204,43.6169693323889,39.9625279339591,37.8053535787506,45.2902657416073,..
